AnthropogenicHUC_PUptake_year,AnthropogenicHUC_PUptake_day,HUC_8,AREA_ACRES,PFOR_year,PWETL_year,PAGC_year,PAGP_year,PDEV_year,PFOR_day,PWETL_day,PAGC_day,PAGP_day,PDEV_day
130931.5590938368 kilogram,358.7166002570871 kilogram,16040103,829897.547114 acre,820530.3082929994 kilogram,33388.72546296453 kilogram,4185.178956773454 kilogram,93357.65467409881 kilogram,0.0 kilogram,2248.0282418986285 kilogram,91.47596017250557 kilogram,11.466243717187545 kilogram,255.77439636739402 kilogram,0.0 kilogram
2730409.831590372 kilogram,7480.574881069513 kilogram,12010002,1772586.74734 acre,6896934.019467395 kilogram,728384.2920646716 kilogram,493544.29325972276 kilogram,1508481.2462659776 kilogram,0.0 kilogram,18895.709642376423 kilogram,1995.5734029169087 kilogram,1352.1761459170486 kilogram,4132.825332235555 kilogram,0.0 kilogram
3417997.855622606 kilogram,9364.377686637277 kilogram,05120209,549985.870627 acre,2140602.1707214736 kilogram,13256.277467928036 kilogram,3177367.288231759 kilogram,227374.28992291915 kilogram,0.0 kilogram,5864.6634814286945 kilogram,36.31856840528229 kilogram,8705.115858169202 kilogram,622.9432600627922 kilogram,0.0 kilogram
38893.52160104363 kilogram,106.55759342751679 kilogram,15020001,501723.530472 acre,1878067.509843455 kilogram,3299.0892997172477 kilogram,35583.86733610129 kilogram,10.564965225089276 kilogram,0.0 kilogram,5145.3904379272735 kilogram,9.038600821143145 kilogram,97.49004749616792 kilogram,0.028945110205724045 kilogram,0.0 kilogram
1619501.1865573637 kilogram,4436.989552211955 kilogram,08040304,632743.519612 acre,3116717.0637493557 kilogram,397533.09732646146 kilogram,1190144.2052464457 kilogram,31823.883984456636 kilogram,0.0 kilogram,8538.950859587276 kilogram,1089.1317734971547 kilogram,3260.6690554697143 kilogram,87.18872324508668 kilogram,0.0 kilogram
0.0 kilogram,0.0 kilogram,18020118,536299.514373 acre,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram
2696271.779933205 kilogram,7387.045972419739 kilogram,12030107,690045.809439 acre,827819.9608615644 kilogram,111449.3385975286 kilogram,1149164.7288917566 kilogram,1435657.7124439199 kilogram,0.0 kilogram,2267.999892771409 kilogram,305.34065369185913 kilogram,3148.396517511662 kilogram,3933.308801216219 kilogram,0.0 kilogram
2072627.602280094 kilogram,5678.431787068751 kilogram,15060106,859604.003951 acre,161574.56166307814 kilogram,9560.274156319148 kilogram,2003945.7452300843 kilogram,59121.58289369062 kilogram,0.0 kilogram,442.6700319536387 kilogram,26.192531935120954 kilogram,5490.262315698861 kilogram,161.9769394347688 kilogram,0.0 kilogram
8696309.36433068 kilogram,23825.505107755285 kilogram,10220004,678089.595176 acre,35370.702250269795 kilogram,4757.883541553873 kilogram,8605530.739632035 kilogram,86020.74115709007 kilogram,0.0 kilogram,96.906033562383 kilogram,13.035297374120201 kilogram,23576.796546937083 kilogram,235.67326344408238 kilogram,0.0 kilogram
4622922.354557887 kilogram,12665.540697418868 kilogram,15030105,1048871.23234 acre,1760.6809403636032 kilogram,595.2684986486206 kilogram,4600757.195196856 kilogram,21569.8908623819 kilogram,0.0 kilogram,4.823783398256447 kilogram,1.6308725990373167 kilogram,12604.814233416044 kilogram,59.09559140378603 kilogram,0.0 kilogram
556371.7296284331 kilogram,1524.3061085710497 kilogram,07120003,407752.63079 acre,217657.41624297603 kilogram,56177.080168605746 kilogram,476226.4645469295 kilogram,23968.18491289792 kilogram,0.0 kilogram,596.3216883369206 kilogram,153.90980868111163 kilogram,1304.7300398546015 kilogram,65.66626003533676 kilogram,0.0 kilogram
852084.4782986984 kilogram,2334.4780227361603 kilogram,10050009,455644.033618 acre,204697.70307187893 kilogram,30932.704955523386 kilogram,757243.0262993037 kilogram,63908.747043871335 kilogram,0.0 kilogram,560.8156248544628 kilogram,84.74713686444764 kilogram,2074.6384282172708 kilogram,175.092457654442 kilogram,0.0 kilogram
40234.67127794438 kilogram,110.2319761039572 kilogram,16040205,740251.626843 acre,14572.141591078946 kilogram,6934.063604016895 kilogram,24874.51824358624 kilogram,8426.089430341244 kilogram,0.0 kilogram,39.92367559199711 kilogram,18.997434531553136 kilogram,68.1493650509212 kilogram,23.08517652148286 kilogram,0.0 kilogram
1184807.98338584 kilogram,3246.0492695502467 kilogram,17110011,186133.507645 acre,665897.3086835875 kilogram,36821.23612350669 kilogram,1071516.3392624338 kilogram,76470.40799989938 kilogram,0.0 kilogram,1824.3761881742123 kilogram,100.88009896851149 kilogram,2935.661203458723 kilogram,209.507967123012 kilogram,0.0 kilogram
120179.13567779744 kilogram,329.25790596656833 kilogram,17120009,1384346.32011 acre,78970.37309042153 kilogram,17449.69721039197 kilogram,40388.61927097921 kilogram,62340.819196426266 kilogram,0.0 kilogram,216.35718654910008 kilogram,47.80738961751224 kilogram,110.6537514273403 kilogram,170.7967649217158 kilogram,0.0 kilogram
1825608.9633086796 kilogram,5001.66839262652 kilogram,18010110,950452.93767 acre,3294269.1013793168 kilogram,8777.73779878211 kilogram,1778487.3708736247 kilogram,38343.8546362729 kilogram,0.0 kilogram,9025.394798299498 kilogram,24.04859670899208 kilogram,4872.568139379794 kilogram,105.05165653773398 kilogram,0.0 kilogram
974655.1253262755 kilogram,2670.2880145925355 kilogram,18010202,1025614.82712 acre,5199063.829749216 kilogram,78551.74122665943 kilogram,821627.8413040001 kilogram,74475.542795616 kilogram,0.0 kilogram,14244.010492463607 kilogram,215.21024993605323 kilogram,2251.035181654795 kilogram,204.04258300168766 kilogram,0.0 kilogram
22817.567954936356 kilogram,62.51388480804481 kilogram,18010209,983013.08762 acre,7558958.613730581 kilogram,6736.082457568164 kilogram,12700.683821152768 kilogram,3380.8016762154225 kilogram,0.0 kilogram,20709.475654056387 kilogram,18.455020431693598 kilogram,34.79639403055553 kilogram,9.262470345795679 kilogram,0.0 kilogram
4136613.4665716705 kilogram,11333.187579648413 kilogram,18020116,609571.923269 acre,1102781.9719819836 kilogram,25219.207064739367 kilogram,4092938.839533986 kilogram,18455.41997294497 kilogram,0.0 kilogram,3021.320471183517 kilogram,69.0937179855873 kilogram,11213.5310672164 kilogram,50.56279444642457 kilogram,0.0 kilogram
2339763.265125676 kilogram,6410.310315412811 kilogram,11140303,505944.857926 acre,758976.752701244 kilogram,203791.51411467502 kilogram,908807.8362698868 kilogram,1227163.9147411142 kilogram,0.0 kilogram,2079.388363565052 kilogram,558.3329153826713 kilogram,2489.8844829311965 kilogram,3362.092917098943 kilogram,0.0 kilogram
82674.08212988575 kilogram,226.5043346024267 kilogram,17100202,543842.267335 acre,2976023.5582865803 kilogram,25535.84339234711 kilogram,30748.61425690551 kilogram,26389.62448063313 kilogram,0.0 kilogram,8153.489200785151 kilogram,69.96121477355372 kilogram,84.24277878604249 kilogram,72.3003410428305 kilogram,0.0 kilogram
68378.93033081343 kilogram,187.3395351529135 kilogram,15010013,1624445.106 acre,5187403.603606211 kilogram,6364.766064242725 kilogram,9647.485741435587 kilogram,52366.67852513512 kilogram,0.0 kilogram,14212.064667414277 kilogram,17.437715244500616 kilogram,26.431467784755032 kilogram,143.47035212365785 kilogram,0.0 kilogram
1024477.9533262544 kilogram,2806.7889132226146 kilogram,04030111,494872.352747 acre,1695055.5486689857 kilogram,728967.6944808476 kilogram,200849.8839943849 kilogram,94660.37485102189 kilogram,0.0 kilogram,4643.987804572564 kilogram,1997.1717657009522 kilogram,550.2736547791367 kilogram,259.3434927425257 kilogram,0.0 kilogram
1078041.242430752 kilogram,2953.5376504952105 kilogram,07010102,855065.372773 acre,4904932.162450127 kilogram,622203.8413831043 kilogram,254075.40044799785 kilogram,201762.0005996498 kilogram,0.0 kilogram,13438.170308082541 kilogram,1704.6680585838474 kilogram,696.0969875287612 kilogram,552.7726043826021 kilogram,0.0 kilogram
553061.5897385239 kilogram,1515.2372321603395 kilogram,05130101,1471318.63956 acre,9850389.098322323 kilogram,2130.647318446394 kilogram,54774.80296738876 kilogram,496156.13945268875 kilogram,0.0 kilogram,26987.3673926639 kilogram,5.837389913551764 kilogram,150.06795333531167 kilogram,1359.331888911476 kilogram,0.0 kilogram
1028956.2318656599 kilogram,2819.0581694949587 kilogram,04030106,676670.805219 acre,3768881.7368405866 kilogram,576121.0572794076 kilogram,370567.2678578999 kilogram,82267.9067283524 kilogram,0.0 kilogram,10325.703388604346 kilogram,1578.413855560021 kilogram,1015.2527886517805 kilogram,225.39152528315728 kilogram,0.0 kilogram
3321043.817533559 kilogram,9098.75018502345 kilogram,10210010,810063.784462 acre,80877.04338180166 kilogram,52862.869069637265 kilogram,3131624.0747486223 kilogram,136556.87371529947 kilogram,0.0 kilogram,221.58094077205934 kilogram,144.8297782729788 kilogram,8579.791985612665 kilogram,374.12842113780675 kilogram,0.0 kilogram
711100.5908050823 kilogram,1948.220796726253 kilogram,04010102,898426.368008 acre,5032668.638885133 kilogram,569778.1591498189 kilogram,51008.60009916311 kilogram,90313.83155610024 kilogram,0.0 kilogram,13788.133257219542 kilogram,1561.0360524652574 kilogram,139.74958931277564 kilogram,247.43515494821983 kilogram,0.0 kilogram
4240.038039122646 kilogram,11.616542572938757 kilogram,17060307,832620.765556 acre,5744262.412069729 kilogram,4107.861044623467 kilogram,7.566889805501765 kilogram,124.61010469367777 kilogram,0.0 kilogram,15737.705238547202 kilogram,11.254413820886212 kilogram,0.02073120494658018 kilogram,0.3413975471059665 kilogram,0.0 kilogram
15507581.281605028 kilogram,42486.524059191855 kilogram,05120201,1762520.49569 acre,1875337.7129699814 kilogram,16822.20720128224 kilogram,15153538.70840842 kilogram,337220.36599532585 kilogram,0.0 kilogram,5137.911542383511 kilogram,46.088238907622575 kilogram,41516.54440659841 kilogram,923.8914136858242 kilogram,0.0 kilogram
596767.2787519094 kilogram,1634.978845895642 kilogram,12090110,499021.633576 acre,220363.9017719382 kilogram,43.12914183655163 kilogram,575171.3891714696 kilogram,21552.76043860319 kilogram,0.0 kilogram,603.7367171833923 kilogram,0.11816203242890858 kilogram,1575.812025127314 kilogram,59.048658735899146 kilogram,0.0 kilogram
6618.724627710123 kilogram,18.133492130712664 kilogram,16030009,854939.719509 acre,812073.0350733075 kilogram,140.12708141442155 kilogram,5177.225024114875 kilogram,1301.3725221808263 kilogram,0.0 kilogram,2224.8576303378286 kilogram,0.38390981209430564 kilogram,14.184178148259932 kilogram,3.5654041703584283 kilogram,0.0 kilogram
1607873.7674470195 kilogram,4405.133609443889 kilogram,09030001,1604556.58467 acre,8288156.398593205 kilogram,1599121.841609188 kilogram,6156.680115602149 kilogram,2595.245722229439 kilogram,0.0 kilogram,22707.277804364945 kilogram,4381.155730436131 kilogram,16.86761675507438 kilogram,7.110262252683394 kilogram,0.0 kilogram
0.0 kilogram,0.0 kilogram,18040004,155278.520665 acre,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram,0.0 kilogram
2447061.026334697 kilogram,6704.276784478621 kilogram,03160113,930428.039558 acre,3791723.3329313556 kilogram,414940.28548123233 kilogram,1283077.655953711 kilogram,749043.0848997537 kilogram,0.0 kilogram,10388.283103921522 kilogram,1136.8226999485817 kilogram,3515.281249188249 kilogram,2052.1728353417907 kilogram,0.0 kilogram
3835469.366379763 kilogram,10508.135250355515 kilogram,05120102,352903.669196 acre,317001.6373577801 kilogram,6652.941645758693 kilogram,3799131.7840040163 kilogram,29684.640729987874 kilogram,0.0 kilogram,868.4976365966579 kilogram,18.227237385640255 kilogram,10408.58023014799 kilogram,81.32778282188458 kilogram,0.0 kilogram
1406495.0904869165 kilogram,3853.41120681347 kilogram,17020011,849349.969763 acre,4933341.109769651 kilogram,38898.03352011222 kilogram,1358519.6180690771 kilogram,9077.438897726945 kilogram,0.0 kilogram,13516.003040464797 kilogram,106.56995484962252 kilogram,3721.971556353636 kilogram,24.869695610210808 kilogram,0.0 kilogram
120054.34148481951 kilogram,328.91600406799864 kilogram,15020002,1032751.65125 acre,921056.297519472 kilogram,8474.730076436044 kilogram,103740.08691964901 kilogram,7839.524488734456 kilogram,0.0 kilogram,2523.441911012252 kilogram,23.218438565578204 kilogram,284.21941621821645 kilogram,21.47814928420399 kilogram,0.0 kilogram
36760997.15775755 kilogram,100715.06070618508 kilogram,12040202,1233687.72126 acre,32667.20496556229 kilogram,1207499.9828863407 kilogram,33401192.721703306 kilogram,2152304.4531679037 kilogram,0.0 kilogram,89.49919168647203 kilogram,3308.219131195454 kilogram,91510.11704576248 kilogram,5896.724529227134 kilogram,0.0 kilogram
1742314.204116364 kilogram,4773.463572921545 kilogram,03160201,1335811.32144 acre,6696342.828067338 kilogram,600432.7087262961 kilogram,697070.5948125556 kilogram,444810.9005775123 kilogram,0.0 kilogram,18346.14473443106 kilogram,1645.0211197980714 kilogram,1909.7824515412483 kilogram,1218.6600015822255 kilogram,0.0 kilogram
1501294.00162949 kilogram,4113.134251039698 kilogram,05030202,892989.172214 acre,5559461.398560939 kilogram,1328.1253470658012 kilogram,733263.9091077448 kilogram,766701.9671746792 kilogram,0.0 kilogram,15231.401091947779 kilogram,3.638699581002195 kilogram,2008.9422167335474 kilogram,2100.5533347251485 kilogram,0.0 kilogram
9896532.688280527 kilogram,27113.788187069935 kilogram,07140201,1004393.322 acre,794098.1094883413 kilogram,10363.660747461034 kilogram,9716372.723714769 kilogram,169796.30381829667 kilogram,0.0 kilogram,2175.611258872168 kilogram,28.39359108893434 kilogram,26620.19924305416 kilogram,465.1953529268402 kilogram,0.0 kilogram
14500513.198059777 kilogram,39727.433419341854 kilogram,10150003,2693255.88735 acre,53289.26021390304 kilogram,221784.5017423534 kilogram,13912936.380434798 kilogram,365792.3158826249 kilogram,0.0 kilogram,145.99797318877546 kilogram,607.6287718968587 kilogram,38117.63391899945 kilogram,1002.1707284455476 kilogram,0.0 kilogram
202042.3994903036 kilogram,553.5408205213797 kilogram,17050108,780994.315056 acre,735760.8571023733 kilogram,34503.542044955204 kilogram,100307.54111475064 kilogram,67231.31633059775 kilogram,0.0 kilogram,2015.7831701434884 kilogram,94.53025217795947 kilogram,274.8151811363031 kilogram,184.19538720711714 kilogram,0.0 kilogram
1923959.6900304304 kilogram,5271.1224384395355 kilogram,05030106,965521.295962 acre,5692405.883704503 kilogram,1766.0009762408347 kilogram,1124540.7370253908 kilogram,797652.9520287988 kilogram,0.0 kilogram,15595.632558094529 kilogram,4.838358839015985 kilogram,3080.933526096961 kilogram,2185.3505535035583 kilogram,0.0 kilogram
8089265.359712859 kilogram,22162.37084852838 kilogram,03050204,549632.195611 acre,1330630.61726968 kilogram,325751.18467269075 kilogram,7645025.254459381 kilogram,118488.92058078677 kilogram,0.0 kilogram,3645.5633349854243 kilogram,892.4689991032624 kilogram,20945.27466975173 kilogram,324.6271796733884 kilogram,0.0 kilogram
473511.18392606993 kilogram,1297.290914865945 kilogram,04090004,437716.667809 acre,258847.377127403 kilogram,36317.5255599072 kilogram,399471.77594710735 kilogram,37721.882419055386 kilogram,0.0 kilogram,709.1708962394603 kilogram,99.50007002714301 kilogram,1094.4432217728968 kilogram,103.34762306590517 kilogram,0.0 kilogram
103642.50541963382 kilogram,283.9520696428324 kilogram,16060005,1998376.62963 acre,4618090.858293606 kilogram,16140.712413904415 kilogram,44322.998226552525 kilogram,43178.79477917688 kilogram,0.0 kilogram,12652.303721352346 kilogram,44.221129901107986 kilogram,121.43287185356856 kilogram,118.29806788815584 kilogram,0.0 kilogram
626181.3190955546 kilogram,1715.5652577960402 kilogram,12090204,1678958.33075 acre,3312792.585575319 kilogram,348.30925053139777 kilogram,594967.2293622213 kilogram,30865.780482801954 kilogram,0.0 kilogram,9076.144070069367 kilogram,0.9542719192641035 kilogram,1630.0472037321133 kilogram,84.5637821446629 kilogram,0.0 kilogram
1507013.0673860337 kilogram,4128.8029243452975 kilogram,10020005,858332.529497 acre,2359924.7723076167 kilogram,29505.772516026707 kilogram,1151992.0296521888 kilogram,325515.26521781826 kilogram,0.0 kilogram,6465.547321390731 kilogram,80.83773292062112 kilogram,3156.142546992298 kilogram,891.8226444323788 kilogram,0.0 kilogram
1966331.985832421 kilogram,5387.210920088825 kilogram,01080206,331931.194265 acre,2211573.7936905427 kilogram,70451.49513182633 kilogram,1813286.0218137472 kilogram,82594.4688868476 kilogram,0.0 kilogram,6059.1062840836785 kilogram,193.017794881716 kilogram,4967.90690907876 kilogram,226.28621612834957 kilogram,0.0 kilogram
1721.4311904461656 kilogram,4.71624983683881 kilogram,13040202,995580.003747 acre,29225.491975212943 kilogram,610.4240413729517 kilogram,1089.0338229964345 kilogram,21.973326076779394 kilogram,0.0 kilogram,80.06984102798066 kilogram,1.6723946338984979 kilogram,2.983654309579273 kilogram,0.06020089336103943 kilogram,0.0 kilogram
5265.77302589738 kilogram,14.426775413417479 kilogram,17010105,157052.192723 acre,1242911.0371241826 kilogram,4449.242159698334 kilogram,447.9908830572159 kilogram,368.5399831418295 kilogram,0.0 kilogram,3405.2357181484454 kilogram,12.189704547118723 kilogram,1.2273722823485367 kilogram,1.009698583950218 kilogram,0.0 kilogram
1900760.5305772251 kilogram,5207.56309747185 kilogram,17110003,507572.917182 acre,2330668.557945275 kilogram,282438.3172429166 kilogram,1377841.1522933922 kilogram,240481.06104091636 kilogram,0.0 kilogram,6385.39330943911 kilogram,773.8036088847031 kilogram,3774.907266557239 kilogram,658.8522220299078 kilogram,0.0 kilogram
521052.95065589086 kilogram,1427.5423305640845 kilogram,03050107,522840.458252 acre,2505608.7553446945 kilogram,47555.27993838211 kilogram,87569.91295497645 kilogram,385927.75776253233 kilogram,0.0 kilogram,6864.681521492314 kilogram,130.28843818734825 kilogram,239.9175697396615 kilogram,1057.3363226370748 kilogram,0.0 kilogram
73398450.96642578 kilogram,201091.6464833583 kilogram,04050001,3004233.58995 acre,2932440.242005298 kilogram,1149419.7691841766 kilogram,70884862.89500616 kilogram,1364168.3022354345 kilogram,0.0 kilogram,8034.082854809036 kilogram,3149.09525803884 kilogram,194205.1038219347 kilogram,3737.4474033847523 kilogram,0.0 kilogram
6741363.827012848 kilogram,18469.489937021503 kilogram,08090100,2663563.82963 acre,12963.91207147346 kilogram,6716872.892244523 kilogram,0.0 kilogram,24490.934768324725 kilogram,0.0 kilogram,35.51756731910537 kilogram,18402.391485601434 kilogram,0.0 kilogram,67.09845142006775 kilogram,0.0 kilogram
23732.164857526084 kilogram,65.0196297466468 kilogram,05050006,331900.659353 acre,2579296.196702542 kilogram,556.2488649940789 kilogram,10618.482113932285 kilogram,12557.43387859972 kilogram,0.0 kilogram,7066.564922472718 kilogram,1.5239694931344627 kilogram,29.09173181899256 kilogram,34.403928434519784 kilogram,0.0 kilogram
22080865.565790776 kilogram,60495.52209805692 kilogram,09020201,2343697.94286 acre,153678.58468111412 kilogram,708038.9924581515 kilogram,20384096.965699147 kilogram,988729.6076334792 kilogram,0.0 kilogram,421.03721830442225 kilogram,1939.8328560497303 kilogram,55846.84100191547 kilogram,2708.8482400917237 kilogram,0.0 kilogram
5822410.836244704 kilogram,15951.810510259464 kilogram,07060001,908174.116262 acre,3083422.639598288 kilogram,100997.02138148686 kilogram,4965814.256602429 kilogram,755599.5582607883 kilogram,0.0 kilogram,8447.733259173392 kilogram,276.70416816845716 kilogram,13604.970566034051 kilogram,2070.1357760569545 kilogram,0.0 kilogram
314584.9833432846 kilogram,861.8766666939304 kilogram,11140205,493589.071953 acre,2932683.1237486377 kilogram,118515.3254938288 kilogram,16654.186037099225 kilogram,179415.47181235653 kilogram,0.0 kilogram,8034.7482842428435 kilogram,324.69952190090083 kilogram,45.627906950956785 kilogram,491.54923784207267 kilogram,0.0 kilogram
3310456.338963622 kilogram,9069.743394420882 kilogram,04100005,244994.666524 acre,113442.62685696484 kilogram,8049.138597088871 kilogram,3259073.814953136 kilogram,43333.38541339744 kilogram,0.0 kilogram,310.801717416342 kilogram,22.05243451257225 kilogram,8928.969356035988 kilogram,118.72160387232175 kilogram,0.0 kilogram
3043374.1352437646 kilogram,8338.011329434972 kilogram,10250011,418529.882301 acre,3936.7748272387657 kilogram,17364.13922675559 kilogram,2995163.5599966613 kilogram,30846.43602034795 kilogram,0.0 kilogram,10.785684458188399 kilogram,47.57298418289203 kilogram,8205.927561634688 kilogram,84.51078361739164 kilogram,0.0 kilogram
65445.29273152524 kilogram,179.30217186719244 kilogram,17070302,653830.988457 acre,3708034.228705786 kilogram,29269.613046979768 kilogram,29434.376627236157 kilogram,6741.303057309314 kilogram,0.0 kilogram,10158.997886865167 kilogram,80.1907206766569 kilogram,80.64212774585249 kilogram,18.469323444683052 kilogram,0.0 kilogram
7136704.671547175 kilogram,19552.615538485414 kilogram,04030103,388444.465312 acre,732559.3555781775 kilogram,167272.12720472016 kilogram,6721962.02227476 kilogram,247470.52206769542 kilogram,0.0 kilogram,2007.0119330908972 kilogram,458.27980056087716 kilogram,18416.334307602083 kilogram,678.0014303224532 kilogram,0.0 kilogram
8327613.83314797 kilogram,22815.380364788958 kilogram,07110004,1274250.62276 acre,3198724.1655826024 kilogram,199752.68168518358 kilogram,7148923.688570318 kilogram,978937.4628924688 kilogram,0.0 kilogram,8763.62785091124 kilogram,547.2676210552975 kilogram,19586.092297452924 kilogram,2682.0204462807365 kilogram,0.0 kilogram
493703.53790721786 kilogram,1352.6124326225147 kilogram,03150109,1015617.06739 acre,6170635.949751741 kilogram,44175.37879133232 kilogram,37989.454237310645 kilogram,411538.7048785749 kilogram,0.0 kilogram,16905.851917128057 kilogram,121.02843504474608 kilogram,104.08069654057711 kilogram,1127.5033010371915 kilogram,0.0 kilogram
192039.28199000147 kilogram,526.135019150689 kilogram,17120006,661834.436231 acre,1643654.052125133 kilogram,39177.22293442333 kilogram,101775.55216499667 kilogram,51086.50689058148 kilogram,0.0 kilogram,4503.1617866442 kilogram,107.33485735458446 kilogram,278.83712921916896 kilogram,139.96303257693555 kilogram,0.0 kilogram
495539.4771032063 kilogram,1357.642403022483 kilogram,18080001,567611.952836 acre,712859.7705295613 kilogram,44678.82140857537 kilogram,248743.31198834968 kilogram,202117.3437062813 kilogram,0.0 kilogram,1953.0404672042775 kilogram,122.40772988650787 kilogram,681.4885259954785 kilogram,553.7461471404968 kilogram,0.0 kilogram
315327517.3224551 kilogram,863911.0063628907 kilogram,18030012,5508052.27406 acre,1578083.0415553 kilogram,29030.94018297825 kilogram,314540651.8163902 kilogram,757834.5658819249 kilogram,0.0 kilogram,4323.515182343287 kilogram,79.5368224191185 kilogram,861755.2104558636 kilogram,2076.2590846080134 kilogram,0.0 kilogram
20632511.73080987 kilogram,56527.4293994791 kilogram,04080103,916003.410701 acre,429063.0865250519 kilogram,202123.79365825446 kilogram,20226034.249371246 kilogram,204353.68778037434 kilogram,0.0 kilogram,1175.5153055480873 kilogram,553.763818241793 kilogram,55413.79246403081 kilogram,559.8731172065051 kilogram,0.0 kilogram
179380.02846187275 kilogram,491.4521327722541 kilogram,17100203,641839.553233 acre,3991079.9565014346 kilogram,59800.09307784122 kilogram,52657.94994244844 kilogram,66921.98544158309 kilogram,0.0 kilogram,10934.465634250506 kilogram,163.83587144614035 kilogram,144.26835600670805 kilogram,183.34790531940573 kilogram,0.0 kilogram
13119690.449224424 kilogram,35944.357395135405 kilogram,07090006,808862.74134 acre,399698.7455717413 kilogram,18015.010324708663 kilogram,12871661.832913771 kilogram,230013.6059859433 kilogram,0.0 kilogram,1095.0650563609352 kilogram,49.356192670434694 kilogram,35264.82693948979 kilogram,630.174262975187 kilogram,0.0 kilogram
1162278.9944221503 kilogram,3184.3260121154804 kilogram,11140304,494793.129296 acre,1985740.4657467399 kilogram,207528.9700050543 kilogram,715496.6658977044 kilogram,239253.35851939156 kilogram,0.0 kilogram,5440.384837662301 kilogram,568.5725205617925 kilogram,1960.2648380759026 kilogram,655.4886534777851 kilogram,0.0 kilogram
696756.2103506027 kilogram,1908.9211242482268 kilogram,13060011,2814046.08323 acre,948031.3514803093 kilogram,56073.12065166037 kilogram,567553.1142032197 kilogram,73129.97549572271 kilogram,0.0 kilogram,2597.3461684392037 kilogram,153.62498808674073 kilogram,1554.9400389129305 kilogram,200.3560972485554 kilogram,0.0 kilogram
20054980.286292456 kilogram,54945.151469294404 kilogram,18030007,531312.916563 acre,1281019.6041159972 kilogram,770.1063868194964 kilogram,19957135.920942705 kilogram,97074.2589629341 kilogram,0.0 kilogram,3509.642751002732 kilogram,2.1098805118342367 kilogram,54677.08471491152 kilogram,265.9568738710523 kilogram,0.0 kilogram
357335.51689279295 kilogram,979.0014161446383 kilogram,16060007,2636818.76909 acre,5896053.5055321185 kilogram,147784.24890509134 kilogram,48262.762839491035 kilogram,161288.50514821056 kilogram,0.0 kilogram,16153.571248033202 kilogram,404.8883531646338 kilogram,132.22674750545488 kilogram,441.88631547454946 kilogram,0.0 kilogram
1098253.6931387219 kilogram,3008.9142277773203 kilogram,11050003,888073.935577 acre,2294588.037393501 kilogram,2993.6465809180627 kilogram,935855.9599677002 kilogram,159404.0865901037 kilogram,0.0 kilogram,6286.542568201373 kilogram,8.201771454570034 kilogram,2563.9889314183565 kilogram,436.7235249043937 kilogram,0.0 kilogram
681746.8155575152 kilogram,1867.799494678124 kilogram,03070205,499447.33152 acre,1511920.9458995236 kilogram,528879.6395426866 kilogram,100980.6175344288 kilogram,51886.55848039972 kilogram,0.0 kilogram,4142.24916684801 kilogram,1448.9853138155797 kilogram,276.6592261217228 kilogram,142.15495474082115 kilogram,0.0 kilogram
2766813.7916585016 kilogram,7580.311757968498 kilogram,13020203,2051042.69443 acre,1871518.6089563225 kilogram,137232.00422591149 kilogram,2465605.540448591 kilogram,163976.24698399892 kilogram,0.0 kilogram,5127.448243715952 kilogram,375.9780937696205 kilogram,6755.083672461894 kilogram,449.24999173698336 kilogram,0.0 kilogram
1386073.015356852 kilogram,3797.4603160461697 kilogram,14080106,2925067.59278 acre,1938345.0190177942 kilogram,20758.188562703806 kilogram,1353938.4925239503 kilogram,11376.334270197993 kilogram,0.0 kilogram,5310.534298678888 kilogram,56.87174948685974 kilogram,3709.4205274628775 kilogram,31.168039096432857 kilogram,0.0 kilogram
261662.5627186074 kilogram,716.8837334756367 kilogram,17060202,535355.340788 acre,872084.6094443878 kilogram,2550.6951347284626 kilogram,203089.90649872716 kilogram,56021.9610851518 kilogram,0.0 kilogram,2389.272902587364 kilogram,6.9882058485711305 kilogram,556.4107027362388 kilogram,153.48482489082684 kilogram,0.0 kilogram
8005579.60870223 kilogram,21933.094818362275 kilogram,11100104,1306766.65724 acre,539.556161086449 kilogram,3261.4878458977837 kilogram,7979125.051239579 kilogram,23193.06961675329 kilogram,0.0 kilogram,1.4782360577710933 kilogram,8.935583139445983 kilogram,21860.616578738573 kilogram,63.542656484255595 kilogram,0.0 kilogram
45740.433411886326 kilogram,125.31625592297624 kilogram,17040102,399647.905489 acre,1839262.3023714393 kilogram,43221.5780336878 kilogram,135.70464433286082 kilogram,2383.1507338656647 kilogram,0.0 kilogram,5039.074801017642 kilogram,118.41528228407617 kilogram,0.37179354611742693 kilogram,6.529180092782643 kilogram,0.0 kilogram
2020513.9710798282 kilogram,5535.654715287201 kilogram,03050104,790064.912137 acre,3837962.765363729 kilogram,366734.3926977997 kilogram,1547382.51999912 kilogram,106397.0583829085 kilogram,0.0 kilogram,10514.966480448573 kilogram,1004.7517608158896 kilogram,4239.404164381151 kilogram,291.49879009016024 kilogram,0.0 kilogram
